Contexto;Estado;Data Estado;Escalão Etário;Nº Elem. Agregado;Nº Adultos;Concelho;Rendimento Global (IRS e Rend. Isentos)
Registo de Adesão;Registado;28/12/2023;35 a 65 anos;4;2;Lisboa;7445,42
Registo de Adesão;Registado;07/10/2023;Menos 35 anos;1;1;Lisboa;7445,87
Registo de Adesão;Registado;03/07/2023;Menos 35 anos;1;1;Lisboa;7445,98
Registo de Adesão;Registado;12/11/2024;Mais de 65 anos;1;1;Lisboa;7464,52
Registo de Adesão;Registado;19/06/2023;35 a 65 anos;3;2;Lisboa;7467,35
Registo de Adesão;Registado;02/01/2023;Menos 35 anos;1;1;Lisboa;7469,43
Registo de Adesão;Registado;09/01/2023;35 a 65 anos;3;2;Lisboa;7470,54
Registo de Adesão;Registado;11/11/2024;Menos 35 anos;6;2;Lisboa;7473,48
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;1;1;Lisboa;7481,25
Registo de Adesão;Registado;10/04/2023;35 a 65 anos;4;2;Reguengos de Monsaraz;7482,16
Registo de Adesão;Registado;01/10/2023;Menos 35 anos;1;1;Vila Nova de Famalicão;7482,71
Registo de Adesão;Registado;13/09/2023;35 a 65 anos;1;1;Lisboa;7483,49
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;4;4;Amadora;7483,56
Registo de Adesão;Registado;02/01/2023;35 a 65 anos;1;1;Lisboa;7485,09
Registo de Adesão;Registado;01/02/2023;35 a 65 anos;1;1;Lisboa;7489,34
Registo de Adesão;Registado;07/11/2024;Menos 35 anos;2;1;Lisboa;7489,54
Registo de Adesão;Registado;02/06/2023;35 a 65 anos;3;2;Torres Vedras;7490
Registo de Adesão;Registado;14/02/2023;Menos 35 anos;3;2;Sintra;7492,38
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;4;1;Lisboa;7497,61
Registo de Adesão;Registado;12/05/2023;35 a 65 anos;1;1;Lisboa;7498,58
Registo de Adesão;Registado;08/01/2023;35 a 65 anos;1;1;Lisboa;7500
Registo de Adesão;Registado;20/01/2023;35 a 65 anos;3;3;Lisboa;7500
Registo de Adesão;Registado;23/11/2023;35 a 65 anos;1;1;Lisboa;7500
Registo de Adesão;Registado;04/10/2023;35 a 65 anos;2;2;Loures;7505,82
Registo de Adesão;Registado;11/10/2023;35 a 65 anos;1;1;Lisboa;7513,57
Registo de Adesão;Registado;07/11/2023;35 a 65 anos;1;1;Lisboa;7517,55
Registo de Adesão;Registado;07/03/2023;35 a 65 anos;1;1;Lisboa;7519,11
Registo de Adesão;Registado;01/02/2023;35 a 65 anos;2;2;Lisboa;7523,25
Registo de Adesão;Registado;18/01/2023;35 a 65 anos;1;1;Sintra;7529,4
Registo de Adesão;Registado;11/10/2023;35 a 65 anos;1;1;Lisboa;7535,46
Registo de Adesão;Registado;10/10/2023;Menos 35 anos;1;1;Vila Franca de Xira;7537,63
Registo de Adesão;Registado;02/02/2023;35 a 65 anos;1;1;Lisboa;7537,72
Registo de Adesão;Registado;29/06/2023;35 a 65 anos;1;1;Lisboa;7539,78
Registo de Adesão;Registado;24/04/2023;Menos 35 anos;1;1;Lisboa;7548
Registo de Adesão;Registado;11/10/2023;35 a 65 anos;1;1;Lisboa;7548,16
Registo de Adesão;Registado;11/10/2023;35 a 65 anos;4;2;Lisboa;7548,29
Registo de Adesão;Registado;31/10/2023;Menos 35 anos;2;2;Lisboa;7552
Registo de Adesão;Registado;26/09/2023;35 a 65 anos;2;2;Oeiras;7552,6
Registo de Adesão;Registado;19/10/2023;35 a 65 anos;1;1;Odivelas;7555,65
Registo de Adesão;Registado;02/01/2023;Menos 35 anos;2;1;Odivelas;7562,69
Registo de Adesão;Registado;06/02/2023;35 a 65 anos;1;1;Lisboa;7563,63
Registo de Adesão;Registado;26/01/2023;Mais de 65 anos;1;1;Lisboa;7563,92
Registo de Adesão;Registado;12/11/2024;35 a 65 anos;2;1;Lisboa;7567,45
Registo de Adesão;Registado;02/01/2023;35 a 65 anos;1;1;Lisboa;7577,61
Registo de Adesão;Registado;06/11/2024;Mais de 65 anos;1;1;Lisboa;7578,35
Registo de Adesão;Registado;02/05/2023;Menos 35 anos;1;1;Viseu;7584,46
Registo de Adesão;Registado;20/02/2023;35 a 65 anos;2;2;Lisboa;7585,2
Registo de Adesão;Registado;03/01/2023;Menos 35 anos;3;2;Lisboa;7595,63
Registo de Adesão;Registado;07/11/2024;Mais de 65 anos;1;1;Lisboa;7600
Registo de Adesão;Registado;13/11/2024;35 a 65 anos;1;1;Lisboa;7600
Registo de Adesão;Registado;19/10/2023;Menos 35 anos;1;1;Lisboa;7604,79
Registo de Adesão;Registado;04/04/2023;35 a 65 anos;2;1;Almada;7605,62
Registo de Adesão;Registado;10/07/2023;Menos 35 anos;2;1;Loures;7608,1
Registo de Adesão;Registado;23/03/2023;Menos 35 anos;1;1;Sintra;7615,04
Registo de Adesão;Registado;27/07/2023;35 a 65 anos;1;1;Lisboa;7615,75
Registo de Adesão;Registado;12/12/2023;35 a 65 anos;1;1;Lisboa;7619,47
Registo de Adesão;Registado;24/01/2023;35 a 65 anos;4;2;Lisboa;7620
Registo de Adesão;Registado;03/01/2023;35 a 65 anos;1;1;Lisboa;7620
Registo de Adesão;Registado;24/02/2023;35 a 65 anos;2;2;Lisboa;7620
Registo de Adesão;Registado;07/07/2023;35 a 65 anos;3;2;Lisboa;7621,09
Registo de Adesão;Registado;12/11/2024;35 a 65 anos;1;1;Lisboa;7621,2
Registo de Adesão;Registado;27/06/2023;Menos 35 anos;1;1;Lisboa;7627,04
Registo de Adesão;Registado;06/11/2024;Mais de 65 anos;3;3;Lisboa;7629,76
Registo de Adesão;Registado;12/06/2023;Menos 35 anos;1;1;Lisboa;7631,71
Registo de Adesão;Registado;27/01/2023;Menos 35 anos;2;1;Almada;7632,94
Registo de Adesão;Registado;06/11/2024;Menos 35 anos;1;1;Lisboa;7639,92
Registo de Adesão;Registado;27/09/2023;Menos 35 anos;1;1;Lisboa;7644,59
Registo de Adesão;Registado;14/11/2023;Menos 35 anos;1;1;Lisboa;7647,22
Registo de Adesão;Registado;31/01/2023;35 a 65 anos;1;1;Lisboa;7647,5
Registo de Adesão;Registado;26/09/2023;Menos 35 anos;1;1;Coimbra;7654,87
Registo de Adesão;Registado;28/02/2023;Menos 35 anos;1;1;Barreiro;7663,35
Registo de Adesão;Registado;05/04/2023;Menos 35 anos;1;1;Lisboa;7670,52
Registo de Adesão;Registado;20/01/2023;Menos 35 anos;1;1;Oeiras;7671,02
Registo de Adesão;Registado;03/01/2023;35 a 65 anos;2;2;Lisboa;7674
Registo de Adesão;Registado;09/02/2023;35 a 65 anos;1;1;Odivelas;7680,58
Registo de Adesão;Registado;24/01/2023;Menos 35 anos;1;1;Lisboa;7682,4
Registo de Adesão;Registado;02/03/2023;35 a 65 anos;2;2;Lisboa;7695
Registo de Adesão;Registado;25/05/2023;Menos 35 anos;4;2;Lisboa;7697,44
Registo de Adesão;Registado;02/01/2023;Menos 35 anos;3;2;Lisboa;7699,45
Registo de Adesão;Registado;13/04/2023;Menos 35 anos;1;1;Lisboa;7699,57
Registo de Adesão;Registado;04/10/2023;Menos 35 anos;2;2;Sintra;7700
Registo de Adesão;Registado;24/07/2023;35 a 65 anos;1;1;Lisboa;7706,21
Registo de Adesão;Registado;22/02/2023;Menos 35 anos;2;2;Lisboa;7708,69
Registo de Adesão;Registado;22/02/2023;Menos 35 anos;2;2;Lisboa;7708,69
Registo de Adesão;Registado;19/04/2023;Menos 35 anos;1;1;Lisboa;7721,49
Registo de Adesão;Registado;09/02/2023;35 a 65 anos;1;1;Lisboa;7725,27
Registo de Adesão;Registado;21/08/2023;Menos 35 anos;2;2;Loures;7729,22
Registo de Adesão;Registado;02/02/2023;35 a 65 anos;1;1;Lisboa;7732,77
Registo de Adesão;Registado;12/01/2023;35 a 65 anos;2;2;Lisboa;7733,27
Registo de Adesão;Registado;06/01/2023;35 a 65 anos;3;2;Lisboa;7738,46
Registo de Adesão;Registado;16/11/2023;35 a 65 anos;3;2;Lisboa;7741,77
Registo de Adesão;Registado;08/02/2023;Menos 35 anos;5;2;Lisboa;7751,32
Registo de Adesão;Registado;27/09/2023;35 a 65 anos;1;1;Odivelas;7753,11
Registo de Adesão;Registado;09/02/2023;Menos 35 anos;3;3;Lisboa;7756,58
Registo de Adesão;Registado;10/04/2023;Menos 35 anos;2;1;Lisboa;7758,35
Registo de Adesão;Registado;03/02/2023;35 a 65 anos;1;1;Lisboa;7759,99
Registo de Adesão;Registado;21/03/2023;Menos 35 anos;1;1;Lisboa;7767,2
Registo de Adesão;Registado;17/10/2023;Menos 35 anos;2;1;Lisboa;7768,91
Registo de Adesão;Registado;07/11/2024;35 a 65 anos;1;1;Lisboa;7774,72
Registo de Adesão;Registado;05/02/2023;35 a 65 anos;1;1;Almada;7778,23
Registo de Adesão;Registado;30/12/2023;Menos 35 anos;1;1;Lisboa;7781,1
Registo de Adesão;Registado;11/11/2024;35 a 65 anos;1;1;Lisboa;7786,95
Registo de Adesão;Registado;29/04/2023;Menos 35 anos;1;1;Sintra;7787,7
Registo de Adesão;Registado;21/02/2023;Menos 35 anos;1;1;Lisboa;7798,31
Registo de Adesão;Registado;28/04/2023;35 a 65 anos;1;1;Lisboa;7800
Registo de Adesão;Registado;06/02/2023;35 a 65 anos;1;1;Lisboa;7800
Registo de Adesão;Registado;08/03/2023;35 a 65 anos;2;1;Lisboa;7800
Registo de Adesão;Registado;28/12/2023;35 a 65 anos;3;3;Lisboa;7800
Registo de Adesão;Registado;21/12/2023;Menos 35 anos;1;1;Tomar;7807,02
Registo de Adesão;Registado;20/01/2023;35 a 65 anos;1;1;Sintra;7812,32
Registo de Adesão;Registado;09/10/2023;35 a 65 anos;2;2;Lisboa;7812,48
Registo de Adesão;Registado;12/11/2024;35 a 65 anos;1;1;Lisboa;7816,54
Registo de Adesão;Registado;27/01/2023;Menos 35 anos;1;1;Lisboa;7820,04
Registo de Adesão;Registado;10/04/2023;Menos 35 anos;4;2;Lisboa;7820,3
Registo de Adesão;Registado;05/04/2023;Menos 35 anos;1;1;Vila Nova de Gaia;7822,25
Registo de Adesão;Registado;23/07/2023;Menos 35 anos;1;1;Benavente;7822,25
Registo de Adesão;Registado;01/11/2023;35 a 65 anos;3;2;Lisboa;7824,83
Registo de Adesão;Registado;09/02/2023;35 a 65 anos;4;2;Sintra;7825,37
Registo de Adesão;Registado;27/01/2023;35 a 65 anos;1;1;Lisboa;7826,42
Registo de Adesão;Registado;09/10/2023;35 a 65 anos;1;1;Amadora;7828,6
Registo de Adesão;Registado;19/06/2023;Menos 35 anos;2;1;Lisboa;7835,46
Registo de Adesão;Registado;06/11/2024;Menos 35 anos;1;1;Lisboa;7841,82
Registo de Adesão;Registado;02/03/2023;35 a 65 anos;4;2;Lisboa;7848,85
Registo de Adesão;Registado;12/05/2023;35 a 65 anos;2;2;Lisboa;7849,38
Registo de Adesão;Registado;05/01/2023;Menos 35 anos;1;1;Oeiras;7855,58
Registo de Adesão;Registado;24/06/2023;Mais de 65 anos;2;2;Sintra;7858,1
Registo de Adesão;Registado;12/11/2024;Mais de 65 anos;2;2;Lisboa;7859,84
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;2;1;Lisboa;7860
Registo de Adesão;Registado;06/10/2023;35 a 65 anos;1;1;Lisboa;7872,1
Registo de Adesão;Registado;24/01/2023;Menos 35 anos;3;2;Almada;7877,5
Registo de Adesão;Registado;14/02/2023;Menos 35 anos;1;1;Lisboa;7881,22
Registo de Adesão;Registado;30/01/2023;Menos 35 anos;4;4;Odivelas;7888,12
Registo de Adesão;Registado;02/05/2023;35 a 65 anos;1;1;Lisboa;7890,34
Registo de Adesão;Registado;24/01/2023;35 a 65 anos;5;3;Odivelas;7894,36
Registo de Adesão;Registado;12/07/2023;35 a 65 anos;1;1;Lisboa;7896,68
Registo de Adesão;Registado;09/03/2023;35 a 65 anos;1;1;Odivelas;7903,92
Registo de Adesão;Registado;21/10/2023;Menos 35 anos;1;1;Amadora;7906,48
Registo de Adesão;Registado;01/05/2023;Mais de 65 anos;1;1;Sintra;7910,19
Registo de Adesão;Registado;15/02/2023;Menos 35 anos;1;1;Lisboa;7913,5
Registo de Adesão;Registado;25/02/2023;35 a 65 anos;1;1;Lisboa;7916,05
Registo de Adesão;Registado;15/02/2023;Menos 35 anos;2;1;Oeiras;7917,27
Registo de Adesão;Registado;18/08/2023;35 a 65 anos;3;1;Lisboa;7926,35
Registo de Adesão;Registado;28/01/2023;Menos 35 anos;1;1;Lisboa;7926,56
Registo de Adesão;Registado;17/04/2023;Menos 35 anos;1;1;Lisboa;7927,38
Registo de Adesão;Registado;27/11/2023;35 a 65 anos;2;1;Lisboa;7930,67
Registo de Adesão;Registado;06/10/2023;35 a 65 anos;1;1;Lisboa;7930,83
Registo de Adesão;Registado;20/01/2023;35 a 65 anos;3;1;Lisboa;7955,38
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;2;1;Lisboa;7956,61
Registo de Adesão;Registado;05/12/2023;35 a 65 anos;4;1;Lisboa;7959,3
Registo de Adesão;Registado;09/06/2023;35 a 65 anos;3;1;Lisboa;7959,31
Registo de Adesão;Registado;16/01/2023;Menos 35 anos;1;1;Loures;7961,22
Registo de Adesão;Registado;03/06/2023;Menos 35 anos;1;1;Lisboa;7961,37
Registo de Adesão;Registado;21/12/2023;Menos 35 anos;2;1;Lisboa;7963,43
Registo de Adesão;Registado;07/11/2024;Menos 35 anos;2;1;Lisboa;7971,97
Registo de Adesão;Registado;04/04/2023;35 a 65 anos;1;1;Amadora;7980
Registo de Adesão;Registado;06/02/2023;35 a 65 anos;1;1;Lisboa;7980
Registo de Adesão;Registado;08/01/2023;Menos 35 anos;1;1;Oeiras;7980
Registo de Adesão;Registado;10/01/2023;35 a 65 anos;1;1;Vila Nova de Gaia;7980
Registo de Adesão;Registado;24/01/2023;35 a 65 anos;2;2;Lisboa;7980
Registo de Adesão;Registado;24/01/2023;Menos 35 anos;3;1;Lisboa;7980
Registo de Adesão;Registado;10/02/2023;35 a 65 anos;1;1;Almada;7980
Registo de Adesão;Registado;28/03/2023;Mais de 65 anos;1;1;Azambuja;7980
Registo de Adesão;Registado;20/01/2023;35 a 65 anos;1;1;Seixal;7984
Registo de Adesão;Registado;10/06/2023;35 a 65 anos;2;2;Amadora;7985,58
Registo de Adesão;Registado;19/01/2023;35 a 65 anos;1;1;Almada;7986,42
Registo de Adesão;Registado;06/11/2024;Menos 35 anos;1;1;Lisboa;7987
Registo de Adesão;Registado;28/07/2023;35 a 65 anos;1;1;Lisboa;7993,42
Registo de Adesão;Registado;10/10/2023;35 a 65 anos;1;1;Vila Franca de Xira;7994,34
Registo de Adesão;Registado;24/01/2023;35 a 65 anos;2;1;Santarém;7994,79
Registo de Adesão;Registado;10/02/2023;35 a 65 anos;3;3;Lisboa;7996,38
Registo de Adesão;Registado;12/11/2024;35 a 65 anos;2;2;Lisboa;7998,77
Registo de Adesão;Registado;01/10/2023;35 a 65 anos;2;1;Torres Novas;8002,43
Registo de Adesão;Registado;28/05/2023;Menos 35 anos;1;1;Odivelas;8004,1
Registo de Adesão;Registado;11/01/2023;Menos 35 anos;1;1;Lisboa;8004,32
Registo de Adesão;Registado;15/01/2023;Menos 35 anos;1;1;Mafra;8004,97
Registo de Adesão;Registado;07/11/2023;Menos 35 anos;1;1;Coruche;8007,14
Registo de Adesão;Registado;17/05/2023;Menos 35 anos;1;1;Sintra;8013,58
Registo de Adesão;Registado;11/05/2023;Menos 35 anos;1;1;Lisboa;8022,82
Registo de Adesão;Registado;29/06/2023;35 a 65 anos;2;1;Sintra;8025,28
Registo de Adesão;Registado;14/03/2023;Menos 35 anos;3;2;Lisboa;8040,1
Registo de Adesão;Registado;11/02/2023;Menos 35 anos;1;1;Lisboa;8041,63
Registo de Adesão;Registado;06/04/2023;Menos 35 anos;1;1;Sintra;8046,43
Registo de Adesão;Registado;02/01/2023;Menos 35 anos;1;1;Braga;8050
Registo de Adesão;Registado;28/09/2023;35 a 65 anos;2;2;Lisboa;8060,5
Registo de Adesão;Registado;21/12/2023;35 a 65 anos;2;1;Amadora;8060,95
Registo de Adesão;Registado;28/09/2023;Menos 35 anos;1;1;Sintra;8065,79
Registo de Adesão;Registado;02/11/2023;Menos 35 anos;1;1;Mafra;8066,24
Registo de Adesão;Registado;25/01/2023;Menos 35 anos;3;1;Lisboa;8067,41
Registo de Adesão;Registado;16/07/2023;Menos 35 anos;1;1;Sesimbra;8076,46
Registo de Adesão;Registado;09/01/2023;35 a 65 anos;2;2;Lisboa;8076,57
Registo de Adesão;Registado;05/04/2023;Menos 35 anos;1;1;Lisboa;8078,89
Registo de Adesão;Registado;04/10/2023;35 a 65 anos;1;1;Lisboa;8083,23
Registo de Adesão;Registado;13/04/2023;35 a 65 anos;3;3;Moita;8084,25
Registo de Adesão;Registado;22/10/2023;35 a 65 anos;1;1;Lisboa;8084,52
Registo de Adesão;Registado;22/12/2023;Menos 35 anos;1;1;Leiria;8091,66
Registo de Adesão;Registado;13/10/2023;Menos 35 anos;1;1;Seixal;8092,24
Registo de Adesão;Registado;26/09/2023;35 a 65 anos;3;2;Lisboa;8094,7
Registo de Adesão;Registado;27/06/2023;Menos 35 anos;2;1;Lisboa;8094,71
Registo de Adesão;Registado;20/12/2023;Menos 35 anos;3;1;Loures;8099,74
Registo de Adesão;Registado;25/08/2023;35 a 65 anos;1;1;Lisboa;8100
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;3;1;Lisboa;8100
Registo de Adesão;Registado;29/01/2023;35 a 65 anos;4;1;Oeiras;8100
Registo de Adesão;Registado;07/08/2023;35 a 65 anos;1;1;Lisboa;8100
Registo de Adesão;Registado;03/04/2023;Menos 35 anos;2;1;Lisboa;8105,98
Registo de Adesão;Registado;25/10/2023;35 a 65 anos;1;1;Lisboa;8107,5
Registo de Adesão;Registado;01/10/2023;Menos 35 anos;1;1;Seixal;8110,01
Registo de Adesão;Registado;20/12/2023;Menos 35 anos;3;1;Lisboa;8118,75
Registo de Adesão;Registado;27/09/2023;35 a 65 anos;1;1;Sintra;8120,6
Registo de Adesão;Registado;26/09/2023;Menos 35 anos;1;1;Lisboa;8121,24
Registo de Adesão;Registado;27/01/2023;Mais de 65 anos;1;1;Lisboa;8124,9
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;1;1;Lisboa;8128,62
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;1;1;Lisboa;8128,8
Registo de Adesão;Registado;09/02/2023;35 a 65 anos;1;1;Lisboa;8129,96
Registo de Adesão;Registado;26/06/2023;35 a 65 anos;2;1;Lisboa;8130,75
Registo de Adesão;Registado;29/12/2023;35 a 65 anos;2;1;Odivelas;8132,52
Registo de Adesão;Registado;14/02/2023;Menos 35 anos;1;1;Lisboa;8132,81
Registo de Adesão;Registado;08/05/2023;Menos 35 anos;1;1;Lisboa;8140,32
Registo de Adesão;Registado;11/05/2023;35 a 65 anos;2;2;Lisboa;8140,78
Registo de Adesão;Registado;03/06/2023;35 a 65 anos;2;1;Lisboa;8140,94
Registo de Adesão;Registado;22/06/2023;35 a 65 anos;1;1;Lisboa;8141,31
Registo de Adesão;Registado;08/10/2023;Menos 35 anos;2;2;Odivelas;8146,01
Registo de Adesão;Registado;22/04/2023;Menos 35 anos;2;1;Lisboa;8147,63
Registo de Adesão;Registado;28/02/2023;Menos 35 anos;2;2;Sintra;8153,22
Registo de Adesão;Registado;04/04/2023;Menos 35 anos;2;1;Lisboa;8155,57
Registo de Adesão;Registado;15/02/2023;Mais de 65 anos;1;1;Lisboa;8158,92
Registo de Adesão;Registado;11/01/2023;Menos 35 anos;1;1;Almada;8159,75
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;2;1;Lisboa;8163,48
Registo de Adesão;Registado;20/12/2023;Menos 35 anos;4;1;Lisboa;8164,09
Registo de Adesão;Registado;06/04/2023;35 a 65 anos;5;2;Lisboa;8164,15
Registo de Adesão;Registado;15/08/2023;35 a 65 anos;4;2;Odivelas;8165,42
Registo de Adesão;Registado;06/02/2023;Menos 35 anos;1;1;Lisboa;8167
Registo de Adesão;Registado;13/10/2023;Menos 35 anos;1;1;Sintra;8171,06
Registo de Adesão;Registado;06/11/2024;Menos 35 anos;1;1;Sintra;8171,32
Registo de Adesão;Registado;07/02/2023;Menos 35 anos;1;1;Lisboa;8173,67
Registo de Adesão;Registado;07/11/2024;Menos 35 anos;2;1;Lisboa;8176,08
Registo de Adesão;Registado;28/12/2023;Menos 35 anos;1;1;Lisboa;8176,8
Registo de Adesão;Registado;11/02/2023;35 a 65 anos;2;1;Almada;8181,17
Registo de Adesão;Registado;16/10/2023;Menos 35 anos;3;3;Lisboa;8182
Registo de Adesão;Registado;10/10/2023;Menos 35 anos;4;1;Loures;8192,79
Registo de Adesão;Registado;09/11/2024;35 a 65 anos;1;1;Lisboa;8194,45
Registo de Adesão;Registado;29/12/2023;Menos 35 anos;1;1;Lisboa;8195,94
Registo de Adesão;Registado;25/10/2023;Menos 35 anos;1;1;Lisboa;8198,23
Registo de Adesão;Registado;18/02/2023;35 a 65 anos;1;1;Lisboa;8200
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;1;1;Vila Franca de Xira;8219,3
Registo de Adesão;Registado;07/06/2023;Menos 35 anos;1;1;Lisboa;8225
Registo de Adesão;Registado;05/06/2023;Menos 35 anos;2;1;Lisboa;8225,43
Registo de Adesão;Registado;11/10/2023;Menos 35 anos;2;2;Lisboa;8235,86
Registo de Adesão;Registado;23/12/2023;Menos 35 anos;1;1;Lisboa;8236,64
Registo de Adesão;Registado;05/01/2023;Mais de 65 anos;1;1;Lisboa;8237,04
Registo de Adesão;Registado;28/12/2023;Menos 35 anos;1;1;Lisboa;8237,17
Registo de Adesão;Registado;03/03/2023;35 a 65 anos;3;3;Lisboa;8240,66
Registo de Adesão;Registado;30/09/2023;Menos 35 anos;1;1;Odivelas;8243,29
Registo de Adesão;Registado;21/11/2023;Menos 35 anos;1;1;Loures;8244,68
Registo de Adesão;Registado;28/12/2023;Menos 35 anos;1;1;Amadora;8254,41
Registo de Adesão;Registado;05/06/2023;35 a 65 anos;1;1;Loures;8255,04
Registo de Adesão;Registado;20/01/2023;35 a 65 anos;2;2;Lisboa;8259,04
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;1;1;Santa Cruz;8259,59
Registo de Adesão;Registado;07/01/2023;Menos 35 anos;1;1;Lisboa;8263,43
Registo de Adesão;Registado;15/10/2023;35 a 65 anos;2;2;Lisboa;8265,57
Registo de Adesão;Registado;19/06/2023;35 a 65 anos;5;2;Amadora;8271,22
Registo de Adesão;Registado;17/05/2023;Menos 35 anos;1;1;Barreiro;8276,29
Registo de Adesão;Registado;14/01/2023;Menos 35 anos;1;1;Lisboa;8276,57
Registo de Adesão;Registado;03/01/2023;35 a 65 anos;3;2;Lisboa;8277,47
Registo de Adesão;Registado;16/10/2023;Mais de 65 anos;1;1;Lisboa;8280,5
Registo de Adesão;Registado;07/11/2024;35 a 65 anos;2;2;Lisboa;8282,61
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;1;1;Lisboa;8283,27
Registo de Adesão;Registado;09/03/2023;Menos 35 anos;1;1;Lisboa;8286,28
Registo de Adesão;Registado;08/11/2024;35 a 65 anos;5;2;Lisboa;8287
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;1;1;Lisboa;8288,42
Registo de Adesão;Registado;26/09/2023;35 a 65 anos;1;1;Vila Nova de Paiva;8291,65
Registo de Adesão;Registado;23/01/2023;35 a 65 anos;4;2;Seixal;8297
Registo de Adesão;Registado;03/02/2023;Mais de 65 anos;2;2;Lisboa;8297,17
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;3;2;Lisboa;8297,17
Registo de Adesão;Registado;14/02/2023;35 a 65 anos;3;3;Lisboa;8297,33
Registo de Adesão;Registado;12/11/2024;Menos 35 anos;4;2;Lisboa;8299,33
Registo de Adesão;Registado;05/02/2023;35 a 65 anos;3;1;Lisboa;8299,84
Registo de Adesão;Registado;06/10/2023;Menos 35 anos;1;1;Lisboa;8300,36
Registo de Adesão;Registado;11/10/2023;35 a 65 anos;3;2;Lisboa;8307,63
Registo de Adesão;Registado;18/05/2023;Menos 35 anos;2;1;Lisboa;8308,3
Registo de Adesão;Registado;09/06/2023;35 a 65 anos;3;3;Lisboa;8310
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;2;2;Lisboa;8310
Registo de Adesão;Registado;02/05/2023;35 a 65 anos;1;1;Loures;8311,52
Registo de Adesão;Registado;25/06/2023;Menos 35 anos;1;1;Castro Marim;8312,57
Registo de Adesão;Registado;27/09/2023;Menos 35 anos;1;1;Amadora;8319,34
Registo de Adesão;Registado;10/10/2023;35 a 65 anos;1;1;Sintra;8324,13
Registo de Adesão;Registado;24/10/2023;35 a 65 anos;1;1;Lisboa;8329,85
Registo de Adesão;Registado;06/10/2023;Menos 35 anos;2;2;Moita;8334,28
Registo de Adesão;Registado;20/12/2023;Menos 35 anos;1;1;Lisboa;8334,49
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;1;1;Lisboa;8338,34
Registo de Adesão;Registado;14/04/2023;Mais de 65 anos;2;2;Lisboa;8340,31
Registo de Adesão;Registado;13/12/2023;35 a 65 anos;3;1;Lisboa;8342,18
Registo de Adesão;Registado;20/06/2023;35 a 65 anos;1;1;Lisboa;8342,5
